INFRACCIONES,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
    5.5.1.-Estafas informáticas,3172.0,2886.0,1656.0,1566.0,1196.0,944.0,797.0,610.0,460.0,391.0,367.0,272.0,
    5.6.-Daños,2423.0,2140.0,2553.0,2729.0,2560.0,2471.0,2560.0,2669.0,3091.0,3491.0,3384.0,3510.0,
    5.7.-Contra la propiedad intelectual/industrial,10.0,7.0,6.0,10.0,9.0,14.0,11.0,11.0,8.0,17.0,12.0,18.0,
    5.8.-Blanqueo de capitales,4.0,2.0,2.0,3.0,5.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,
    5.9.-Otros contra el patrimonio,744.0,823.0,878.0,838.0,526.0,476.0,478.0,558.0,323.0,185.0,185.0,139.0,
    6. SEGURIDAD COLECTIVA,1258.0,1188.0,1394.0,1140.0,1145.0,1110.0,1117.0,1268.0,1449.0,1496.0,1848.0,1545.0,
    6.1.-Tráfico de drogas,184.0,291.0,301.0,175.0,148.0,171.0,139.0,164.0,190.0,133.0,159.0,141.0,
    6.2.-Contra la seguridad vial,1036.0,853.0,1050.0,939.0,972.0,917.0,952.0,1073.0,1235.0,1341.0,1664.0,1350.0,
    6.3.-Otros contra la seguridad colectiva,38.0,44.0,43.0,26.0,25.0,22.0,26.0,31.0,24.0,22.0,25.0,54.0,
    7. FALSEDADES,560.0,331.0,340.0,311.0,180.0,191.0,145.0,132.0,113.0,108.0,116.0,85.0,
    8. ADMÓN. PÚBLICA,10.0,5.0,3.0,6.0,4.0,6.0,4.0,1.0,2.0,3.0,4.0,4.0,
    9. ADMÓN. JUSTICIA,644.0,564.0,594.0,673.0,633.0,412.0,650.0,704.0,514.0,426.0,383.0,368.0,
    10. ORDEN PÚBLICO,293.0,388.0,298.0,258.0,219.0,238.0,306.0,344.0,380.0,436.0,352.0,371.0,
    11. LEGISLACIÓN ESPECIAL,5.0,16.0,8.0,7.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,
    12. OTRAS INFRACCIONES PENALES,331.0,313.0,204.0,200.0,170.0,157.0,159.0,105.0,101.0,103.0,82.0,92.0,
    TOTAL INFRACCIONES PENALES,23307.0,21938.0,25211.0,25561.0,24900.0,23891.0,25497.0,27114.0,28713.0,29516.0,29521.0,29505.0,
Coruña (A),
    1. CONTRA LAS PERSONAS,3149.0,2803.0,3175.0,3211.0,3085.0,2980.0,4383.0,5587.0,5410.0,5794.0,5702.0,5662.0,
    1.1.-Homicidios dolosos/asesinatos,21.0,14.0,13.0,18.0,20.0,20.0,18.0,19.0,19.0,23.0,21.0,21.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,7.0,2.0,5.0,4.0,7.0,8.0,4.0,7.0,7.0,6.0,8.0,8.0,
    1.2.-Lesiones,1874.0,1595.0,1938.0,1983.0,1976.0,1921.0,1947.0,2009.0,2112.0,2346.0,2362.0,2338.0,
    1.3.-Malos tratos ámbito familiar,1154.0,1126.0,1149.0,1127.0,1036.0,1003.0,981.0,994.0,971.0,945.0,943.0,965.0,
    1.4.-Otros contra las personas,100.0,68.0,75.0,83.0,53.0,36.0,1437.0,2565.0,2308.0,2480.0,2376.0,2338.0,
    2. CONTRA LA LIBERTAD,3002.0,2599.0,2481.0,2615.0,2542.0,2500.0,1606.0,778.0,719.0,767.0,736.0,695.0,
    2.1.-Malos tratos habituales en el ámbito familiar,334.0,327.0,365.0,310.0,344.0,378.0,358.0,314.0,292.0,297.0,300.0,314.0,
    2.2.-Otros contra la libertad,2668.0,2272.0,2116.0,2305.0,2198.0,2122.0,1248.0,464.0,427.0,470.0,436.0,381.0,
    3. LIBERTAD SEXUAL,270.0,210.0,271.0,214.0,180.0,183.0,175.0,163.0,150.0,134.0,158.0,151.0,
    3.1.-Agresión sexual,48.0,30.0,30.0,30.0,34.0,36.0,30.0,30.0,34.0,27.0,40.0,31.0,
    3.2.-Agresión sexual con penetración,34.0,26.0,33.0,20.0,16.0,11.0,12.0,16.0,15.0,15.0,30.0,22.0,
    3.3.-Corrupción de menores o incapacitados,5.0,4.0,7.0,3.0,8.0,11.0,4.0,5.0,9.0,3.0,1.0,5.0,
    3.4.-Pornografía de menores,17.0,17.0,19.0,23.0,11.0,21.0,21.0,9.0,10.0,10.0,11.0,14.0,
    3.5.-Otros contra la libertad e indemnidad sexual,166.0,133.0,182.0,138.0,111.0,104.0,108.0,103.0,82.0,79.0,76.0,79.0,
    4. RELACIONES FAMILIARES,71.0,85.0,67.0,92.0,74.0,100.0,97.0,120.0,76.0,80.0,45.0,51.0,
    5. PATRIMONIO,30101.0,22800.0,26027.0,25926.0,24199.0,23859.0,23383.0,22452.0,23078.0,23749.0,23038.0,22754.0,
    5.1.-Hurtos,8171.0,6092.0,8918.0,9385.0,9229.0,9585.0,9871.0,9724.0,9950.0,10112.0,10124.0,9924.0,
    5.2.-Robos con fuerza en las cosas,4338.0,3399.0,4021.0,4681.0,4615.0,5149.0,4909.0,4887.0,5179.0,5207.0,4621.0,4967.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,1921.0,1201.0,1317.0,1680.0,1550.0,1687.0,1325.0,1337.0,1387.0,1487.0,1184.0,850.0,
    5.2.2.-Robos con fuerza en viviendas,1270.0,1082.0,1397.0,1474.0,1547.0,1598.0,1839.0,1964.0,1793.0,1511.0,1066.0,1111.0,
    5.2.3.-Robos con fuerza en establecimientos,579.0,634.0,686.0,831.0,845.0,1144.0,859.0,806.0,1009.0,1068.0,895.0,1215.0,
    5.3.-Robos con violencia o intimidación,463.0,349.0,440.0,381.0,429.0,473.0,454.0,466.0,557.0,635.0,618.0,629.0,
    5.3.1.-Robos con violencia en vía pública,262.0,155.0,207.0,194.0,217.0,233.0,224.0,264.0,282.0,369.0,295.0,402.0,
    5.3.2.-Robos con violencia en viviendas,51.0,55.0,52.0,43.0,57.0,57.0,46.0,54.0,61.0,52.0,54.0,43.0,
    5.3.3.-Robos con violencia en establecimientos,97.0,89.0,108.0,83.0,87.0,100.0,117.0,86.0,127.0,116.0,120.0,132.0,
    5.4.-Sustracción de vehículos,129.0,131.0,178.0,169.0,353.0,460.0,444.0,494.0,573.0,670.0,657.0,712.0,
    5.5.-Estafas,12069.0,8463.0,7446.0,6405.0,4509.0,3369.0,2805.0,2175.0,1845.0,1877.0,1522.0,1302.0,
    5.5.1.-Estafas informáticas,7768.0,5443.0,4931.0,4055.0,2795.0,1718.0,1456.0,922.0,710.0,726.0,504.0,473.0,
    5.6.-Daños,3955.0,3481.0,4105.0,4048.0,4366.0,4152.0,4224.0,4061.0,4424.0,4750.0,5054.0,4889.0,
    5.7.-Contra la propiedad intelectual/industrial,14.0,8.0,8.0,51.0,8.0,12.0,23.0,19.0,14.0,14.0,28.0,30.0,
    5.8.-Blanqueo de capitales,3.0,7.0,3.0,7.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,
    5.9.-Otros contra el patrimonio,959.0,870.0,908.0,799.0,687.0,657.0,653.0,625.0,534.0,482.0,414.0,300.0,
    6. SEGURIDAD COLECTIVA,1924.0,1783.0,1935.0,1811.0,1711.0,1659.0,1778.0,1740.0,1688.0,1958.0,2489.0,1836.0,
    6.1.-Tráfico de drogas,128.0,145.0,147.0,146.0,112.0,107.0,117.0,144.0,132.0,134.0,140.0,153.0,
    6.2.-Contra la seguridad vial,1730.0,1560.0,1737.0,1613.0,1547.0,1518.0,1613.0,1568.0,1486.0,1783.0,2292.0,1631.0,
    6.3.-Otros contra la seguridad colectiva,66.0,78.0,51.0,52.0,52.0,34.0,48.0,28.0,70.0,41.0,57.0,52.0,
    7. FALSEDADES,729.0,453.0,407.0,374.0,331.0,259.0,230.0,217.0,200.0,236.0,197.0,157.0,
    8. ADMÓN. PÚBLICA,4.0,8.0,8.0,6.0,5.0,7.0,11.0,7.0,9.0,3.0,13.0,5.0,
    9. ADMÓN. JUSTICIA,586.0,559.0,554.0,486.0,525.0,438.0,411.0,399.0,430.0,456.0,429.0,455.0,
    10. ORDEN PÚBLICO,376.0,449.0,303.0,341.0,283.0,276.0,414.0,527.0,546.0,599.0,589.0,624.0,
    11. LEGISLACIÓN ESPECIAL,0.0,1.0,4.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,7.0,1.0,
    12. OTRAS INFRACCIONES PENALES,244.0,242.0,240.0,256.0,296.0,298.0,166.0,107.0,72.0,96.0,76.0,80.0,
    TOTAL INFRACCIONES PENALES,40456.0,31992.0,35472.0,35333.0,33232.0,32559.0,32658.0,32101.0,32381.0,33872.0,33479.0,32471.0,
Cuenca,
    1. CONTRA LAS PERSONAS,740.0,573.0,687.0,638.0,583.0,560.0,815.0,969.0,948.0,1107.0,1096.0,1081.0,
    1.1.-Homicidios dolosos/asesinatos,7.0,4.0,8.0,6.0,1.0,1.0,8.0,6.0,2.0,4.0,6.0,6.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,0.0,4.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,
    1.2.-Lesiones,472.0,334.0,423.0,406.0,375.0,348.0,362.0,393.0,392.0,452.0,458.0,454.0,
    1.3.-Malos tratos ámbito familiar,246.0,225.0,251.0,218.0,205.0,208.0,214.0,174.0,188.0,196.0,237.0,234.0,
    1.4.-Otros contra las personas,15.0,10.0,5.0,8.0,2.0,3.0,231.0,396.0,366.0,455.0,395.0,387.0,
    2. CONTRA LA LIBERTAD,541.0,467.0,423.0,482.0,414.0,376.0,265.0,123.0,129.0,123.0,119.0,108.0,
    2.1.-Malos tratos habituales en el ámbito familiar,66.0,59.0,66.0,87.0,71.0,53.0,72.0,57.0,50.0,48.0,61.0,61.0,
    2.2.-Otros contra la libertad,475.0,408.0,357.0,395.0,343.0,323.0,193.0,66.0,79.0,75.0,58.0,47.0,
    3. LIBERTAD SEXUAL,65.0,37.0,63.0,46.0,42.0,34.0,23.0,33.0,26.0,29.0,31.0,32.0,
    3.1.-Agresión sexual,5.0,3.0,11.0,11.0,7.0,5.0,2.0,5.0,3.0,8.0,4.0,8.0,
    3.2.-Agresión sexual con penetración,4.0,8.0,6.0,9.0,4.0,10.0,6.0,6.0,7.0,7.0,4.0,4.0,
    3.3.-Corrupción de menores o incapacitados,3.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,
    3.4.-Pornografía de menores,3.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,
    3.5.-Otros contra la libertad e indemnidad sexual,50.0,23.0,42.0,26.0,28.0,17.0,11.0,20.0,15.0,9.0,22.0,17.0,
    4. RELACIONES FAMILIARES,13.0,16.0,15.0,22.0,19.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,
    5. PATRIMONIO,4028.0,3639.0,4372.0,4221.0,4066.0,4229.0,4159.0,4206.0,4487.0,4485.0,4532.0,4653.0,
    5.1.-Hurtos,863.0,736.0,1142.0,1169.0,1256.0,1329.0,1398.0,1476.0,1733.0,1653.0,1746.0,1647.0,
    5.2.-Robos con fuerza en las cosas,714.0,661.0,929.0,1039.0,1163.0,1340.0,1319.0,1325.0,1400.0,1385.0,1455.0,1512.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,155.0,144.0,144.0,228.0,216.0,243.0,228.0,216.0,218.0,253.0,228.0,212.0,
    5.2.2.-Robos con fuerza en viviendas,231.0,237.0,363.0,374.0,416.0,406.0,437.0,444.0,443.0,410.0,389.0,430.0,
    5.2.3.-Robos con fuerza en establecimientos,118.0,83.0,154.0,178.0,214.0,251.0,172.0,173.0,192.0,206.0,344.0,271.0,
    5.3.-Robos con violencia o intimidación,79.0,66.0,95.0,76.0,62.0,79.0,74.0,88.0,95.0,82.0,82.0,84.0,
    5.3.1.-Robos con violencia en vía pública,32.0,28.0,49.0,39.0,40.0,48.0,50.0,57.0,53.0,49.0,35.0,41.0,
    5.3.2.-Robos con violencia en viviendas,16.0,9.0,11.0,20.0,3.0,6.0,5.0,17.0,13.0,5.0,9.0,12.0,
    5.3.3.-Robos con violencia en establecimientos,17.0,23.0,20.0,9.0,7.0,11.0,7.0,5.0,12.0,10.0,10.0,18.0,
    5.4.-Sustracción de vehículos,30.0,28.0,27.0,38.0,71.0,102.0,80.0,63.0,60.0,73.0,86.0,141.0,
    5.5.-Estafas,1369.0,1284.0,1151.0,852.0,595.0,383.0,346.0,333.0,271.0,263.0,225.0,197.0,
    5.5.1.-Estafas informáticas,1157.0,1074.0,919.0,491.0,339.0,196.0,162.0,148.0,105.0,85.0,69.0,49.0,
    5.6.-Daños,755.0,710.0,853.0,861.0,772.0,897.0,850.0,812.0,856.0,955.0,858.0,990.0,
    5.7.-Contra la propiedad intelectual/industrial,4.0,2.0,2.0,4.0,10.0,0.0,5.0,1.0,10.0,3.0,11.0,7.0,
    5.8.-Blanqueo de capitales,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,
    5.9.-Otros contra el patrimonio,213.0,151.0,170.0,181.0,135.0,99.0,87.0,107.0,62.0,71.0,68.0,73.0,
    6. SEGURIDAD COLECTIVA,344.0,280.0,298.0,248.0,277.0,283.0,274.0,308.0,364.0,389.0,480.0,390.0,
    6.1.-Tráfico de drogas,49.0,55.0,38.0,26.0,34.0,19.0,15.0,26.0,40.0,29.0,31.0,27.0,
    6.2.-Contra la seguridad vial,286.0,220.0,248.0,219.0,238.0,258.0,249.0,276.0,314.0,350.0,442.0,354.0,
    6.3.-Otros contra la seguridad colectiva,9.0,5.0,12.0,3.0,5.0,6.0,10.0,6.0,10.0,10.0,7.0,9.0,
    7. FALSEDADES,122.0,99.0,100.0,82.0,79.0,56.0,52.0,64.0,53.0,53.0,49.0,72.0,
    8. ADMÓN. PÚBLICA,6.0,1.0,22.0,21.0,28.0,4.0,2.0,10.0,1.0,1.0,0.0,0.0,
    9. ADMÓN. JUSTICIA,143.0,121.0,121.0,107.0,97.0,92.0,81.0,90.0,76.0,80.0,98.0,103.0,
    10. ORDEN PÚBLICO,88.0,75.0,52.0,45.0,37.0,44.0,47.0,63.0,89.0,88.0,83.0,80.0,
    11. LEGISLACIÓN ESPECIAL,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,
    12. OTRAS INFRACCIONES PENALES,77.0,93.0,67.0,65.0,81.0,80.0,52.0,16.0,24.0,26.0,20.0,32.0,
    TOTAL INFRACCIONES PENALES,6167.0,5401.0,6222.0,5979.0,5723.0,5768.0,5781.0,5891.0,6207.0,6390.0,6515.0,6557.0,
Girona,
    1. CONTRA LAS PERSONAS,2414.0,2058.0,2666.0,2487.0,2392.0,2323.0,3470.0,4448.0,4436.0,4681.0,4821.0,4714.0,
    1.1.-Homicidios dolosos/asesinatos,27.0,23.0,23.0,16.0,19.0,7.0,9.0,16.0,13.0,33.0,24.0,31.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,6.0,7.0,8.0,7.0,5.0,2.0,2.0,9.0,7.0,13.0,11.0,27.0,
    1.2.-Lesiones,1437.0,1146.0,1632.0,1541.0,1469.0,1494.0,1563.0,1535.0,1561.0,1647.0,1790.0,1763.0,
    1.3.-Malos tratos ámbito familiar,899.0,851.0,972.0,890.0,841.0,812.0,885.0,901.0,916.0,1020.0,1098.0,1096.0,
    1.4.-Otros contra las personas,51.0,38.0,39.0,40.0,63.0,10.0,1013.0,1996.0,1946.0,1981.0,1909.0,1824.0,
    2. CONTRA LA LIBERTAD,2304.0,1658.0,2103.0,2142.0,2033.0,2069.0,1629.0,1009.0,886.0,898.0,1002.0,895.0,
    2.1.-Malos tratos habituales en el ámbito familiar,186.0,125.0,174.0,163.0,189.0,199.0,198.0,179.0,218.0,189.0,141.0,194.0,
    2.2.-Otros contra la libertad,2118.0,1533.0,1929.0,1979.0,1844.0,1870.0,1431.0,830.0,668.0,709.0,861.0,701.0,
    3. LIBERTAD SEXUAL,329.0,230.0,310.0,263.0,221.0,212.0,203.0,178.0,175.0,167.0,211.0,203.0,
    3.1.-Agresión sexual,56.0,31.0,45.0,38.0,43.0,28.0,21.0,27.0,20.0,31.0,44.0,41.0,
    3.2.-Agresión sexual con penetración,53.0,45.0,52.0,53.0,36.0,39.0,39.0,35.0,34.0,25.0,45.0,44.0,
    3.3.-Corrupción de menores o incapacitados,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,9.0,
    3.4.-Pornografía de menores,8.0,16.0,12.0,18.0,12.0,10.0,20.0,18.0,16.0,9.0,19.0,11.0,
    3.5.-Otros contra la libertad e indemnidad sexual,211.0,137.0,201.0,154.0,129.0,135.0,122.0,98.0,105.0,100.0,101.0,98.0,
    4. RELACIONES FAMILIARES,173.0,178.0,198.0,210.0,227.0,217.0,298.0,351.0,359.0,402.0,366.0,298.0,
    5. PATRIMONIO,30929.0,28125.0,36983.0,35357.0,31705.0,29780.0,31746.0,32835.0,32881.0,33852.0,32643.0,35412.0,
    5.1.-Hurtos,9858.0,8366.0,12408.0,12941.0,12433.0,11899.0,13370.0,13467.0,13759.0,13828.0,13364.0,14098.0,
    5.2.-Robos con fuerza en las cosas,7091.0,6880.0,10344.0,8907.0,8156.0,7943.0,8074.0,8923.0,9394.0,10641.0,10276.0,12007.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2476.0,14.0,4088.0,2955.0,2922.0,2468.0,2572.0,2989.0,3135.0,3438.0,3898.0,5324.0,
    5.2.2.-Robos con fuerza en viviendas,2710.0,2554.0,3630.0,3629.0,3066.0,3083.0,2862.0,2989.0,3323.0,3714.0,3075.0,2753.0,
    5.2.3.-Robos con fuerza en establecimientos,755.0,742.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,
    5.3.-Robos con violencia o intimidación,877.0,754.0,1109.0,956.0,818.0,809.0,820.0,888.0,1125.0,1038.0,1034.0,943.0,
    5.3.1.-Robos con violencia en vía pública,537.0,497.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,4.0,5.0,0.0,
    5.3.2.-Robos con violencia en viviendas,71.0,60.0,40.0,29.0,44.0,30.0,18.0,21.0,30.0,12.0,19.0,50.0,
    5.3.3.-Robos con violencia en establecimientos,110.0,84.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,
    5.4.-Sustracción de vehículos,497.0,511.0,686.0,590.0,528.0,507.0,630.0,697.0,777.0,816.0,968.0,1155.0,
    5.5.-Estafas,6802.0,6455.0,6341.0,6228.0,4373.0,3367.0,3176.0,2794.0,2339.0,2336.0,1584.0,1335.0,
    5.5.1.-Estafas informáticas,378.0,116.0,95.0,69.0,63.0,49.0,58.0,38.0,35.0,41.0,36.0,41.0,
    5.6.-Daños,3982.0,3753.0,4664.0,4318.0,4279.0,4049.0,4382.0,4346.0,4346.0,4271.0,4444.0,4922.0,
    5.7.-Contra la propiedad intelectual/industrial,35.0,25.0,50.0,43.0,8.0,64.0,87.0,55.0,41.0,34.0,55.0,59.0,
    5.8.-Blanqueo de capitales,4.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,6.0,2.0,1.0,1.0,
    5.9.-Otros contra el patrimonio,1783.0,1379.0,1377.0,1372.0,1107.0,1137.0,1205.0,1664.0,1094.0,886.0,917.0,892.0,
    6. SEGURIDAD COLECTIVA,1739.0,1295.0,1648.0,1620.0,1686.0,1740.0,1644.0,1646.0,1590.0,1527.0,2059.0,1700.0,
    6.1.-Tráfico de drogas,435.0,390.0,434.0,400.0,437.0,457.0,432.0,447.0,462.0,403.0,355.0,216.0,
    6.2.-Contra la seguridad vial,1270.0,877.0,1168.0,1192.0,1227.0,1250.0,1190.0,1171.0,1106.0,1103.0,1670.0,1439.0,
    6.3.-Otros contra la seguridad colectiva,34.0,28.0,46.0,28.0,22.0,33.0,22.0,28.0,22.0,21.0,34.0,45.0,
    7. FALSEDADES,482.0,305.0,397.0,371.0,375.0,420.0,375.0,422.0,479.0,477.0,495.0,450.0,
    8. ADMÓN. PÚBLICA,32.0,3.0,6.0,10.0,16.0,5.0,18.0,15.0,16.0,5.0,9.0,34.0,
    9. ADMÓN. JUSTICIA,391.0,403.0,406.0,401.0,393.0,364.0,403.0,376.0,357.0,378.0,365.0,417.0,
    10. ORDEN PÚBLICO,420.0,390.0,417.0,325.0,367.0,290.0,577.0,543.0,533.0,544.0,657.0,559.0,
    11. LEGISLACIÓN ESPECIAL,1.0,1.0,0.0,1.0,0.0,0.0,9.0,17.0,17.0,23.0,2.0,5.0,
    12. OTRAS INFRACCIONES PENALES,131.0,114.0,115.0,110.0,100.0,89.0,179.0,211.0,165.0,124.0,145.0,167.0,
    TOTAL INFRACCIONES PENALES,39345.0,34760.0,45249.0,43297.0,39515.0,37509.0,40551.0,42051.0,41894.0,43078.0,42775.0,44854.0,
Granada,
    1. CONTRA LAS PERSONAS,3472.0,3041.0,3469.0,3131.0,3300.0,3159.0,4415.0,5478.0,5378.0,6081.0,6522.0,6989.0,
    1.1.-Homicidios dolosos/asesinatos,28.0,37.0,32.0,29.0,22.0,21.0,17.0,16.0,17.0,18.0,8.0,11.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,8.0,10.0,12.0,15.0,10.0,7.0,6.0,10.0,6.0,12.0,5.0,6.0,
    1.2.-Lesiones,1962.0,1605.0,2040.0,1899.0,2106.0,1967.0,1938.0,1932.0,1949.0,2098.0,2271.0,2576.0,
    1.3.-Malos tratos ámbito familiar,1389.0,1305.0,1307.0,1136.0,1108.0,1118.0,1194.0,1210.0,1128.0,1211.0,1374.0,1373.0,
    1.4.-Otros contra las personas,93.0,94.0,90.0,67.0,64.0,53.0,1266.0,2320.0,2284.0,2754.0,2869.0,3029.0,
    2. CONTRA LA LIBERTAD,2541.0,2330.0,2490.0,2468.0,2534.0,2400.0,1525.0,818.0,764.0,767.0,679.0,519.0,
    2.1.-Malos tratos habituales en el ámbito familiar,356.0,328.0,360.0,401.0,380.0,396.0,372.0,297.0,299.0,290.0,265.0,186.0,
    2.2.-Otros contra la libertad,2185.0,2002.0,2130.0,2067.0,2154.0,2004.0,1153.0,521.0,465.0,477.0,414.0,333.0,
    3. LIBERTAD SEXUAL,268.0,208.0,239.0,272.0,240.0,183.0,186.0,160.0,145.0,181.0,184.0,200.0,
    3.1.-Agresión sexual,43.0,26.0,41.0,42.0,35.0,26.0,40.0,38.0,30.0,45.0,45.0,53.0,
    3.2.-Agresión sexual con penetración,43.0,25.0,31.0,25.0,22.0,26.0,18.0,12.0,16.0,22.0,28.0,29.0,
    3.3.-Corrupción de menores o incapacitados,2.0,4.0,7.0,5.0,4.0,4.0,4.0,11.0,8.0,4.0,8.0,7.0,
    3.4.-Pornografía de menores,10.0,21.0,5.0,20.0,23.0,11.0,5.0,4.0,5.0,12.0,8.0,19.0,
    3.5.-Otros contra la libertad e indemnidad sexual,170.0,132.0,155.0,180.0,156.0,116.0,119.0,95.0,86.0,98.0,95.0,92.0,
    4. RELACIONES FAMILIARES,157.0,157.0,143.0,168.0,135.0,113.0,146.0,132.0,116.0,120.0,132.0,118.0,
    5. PATRIMONIO,20808.0,19149.0,23375.0,24168.0,24303.0,23338.0,22752.0,24153.0,26881.0,28410.0,29697.0,31456.0,
    5.1.-Hurtos,5998.0,4867.0,8014.0,8476.0,10015.0,10303.0,10110.0,10879.0,12279.0,12931.0,13643.0,13600.0,
    5.2.-Robos con fuerza en las cosas,3045.0,3125.0,4134.0,4878.0,4886.0,5206.0,4982.0,5467.0,6408.0,6037.0,6699.0,7729.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,846.0,829.0,1094.0,1662.0,1512.0,1277.0,1406.0,1568.0,2151.0,2164.0,2380.0,1789.0,
    5.2.2.-Robos con fuerza en viviendas,1178.0,1123.0,1604.0,1615.0,1899.0,2229.0,1986.0,2136.0,2203.0,1875.0,1614.0,2317.0,
    5.2.3.-Robos con fuerza en establecimientos,431.0,600.0,620.0,745.0,637.0,802.0,672.0,711.0,701.0,691.0,703.0,914.0,
    5.3.-Robos con violencia o intimidación,611.0,566.0,844.0,852.0,900.0,712.0,697.0,901.0,1352.0,1625.0,1560.0,1487.0,
    5.3.1.-Robos con violencia en vía pública,375.0,316.0,511.0,515.0,590.0,446.0,475.0,633.0,1001.0,1262.0,1150.0,1128.0,
    5.3.2.-Robos con violencia en viviendas,54.0,50.0,57.0,62.0,76.0,76.0,49.0,54.0,87.0,97.0,87.0,84.0,
    5.3.3.-Robos con violencia en establecimientos,123.0,152.0,173.0,192.0,136.0,110.0,84.0,128.0,152.0,133.0,141.0,206.0,
    5.4.-Sustracción de vehículos,270.0,321.0,430.0,600.0,787.0,901.0,895.0,797.0,1061.0,1299.0,1413.0,1590.0,
    5.5.-Estafas,5917.0,6068.0,5299.0,4475.0,2894.0,2104.0,1923.0,1579.0,1416.0,1506.0,1270.0,1141.0,
    5.5.1.-Estafas informáticas,3870.0,3708.0,2816.0,1782.0,1404.0,1000.0,914.0,767.0,643.0,646.0,413.0,447.0,
    5.6.-Daños,3126.0,2663.0,3131.0,3392.0,3627.0,3462.0,3454.0,3793.0,3774.0,4390.0,4715.0,5438.0,
    5.7.-Contra la propiedad intelectual/industrial,28.0,13.0,21.0,55.0,30.0,43.0,63.0,49.0,56.0,61.0,29.0,117.0,
    5.8.-Blanqueo de capitales,7.0,5.0,7.0,8.0,6.0,3.0,7.0,3.0,5.0,5.0,2.0,6.0,
    5.9.-Otros contra el patrimonio,1806.0,1521.0,1495.0,1432.0,1158.0,604.0,621.0,685.0,530.0,556.0,366.0,348.0,
    6. SEGURIDAD COLECTIVA,2428.0,2135.0,1900.0,1848.0,1760.0,1655.0,1607.0,1760.0,1809.0,1952.0,2143.0,1717.0,
    6.1.-Tráfico de drogas,1007.0,792.0,646.0,680.0,622.0,516.0,465.0,401.0,352.0,295.0,263.0,239.0,
    6.2.-Contra la seguridad vial,1377.0,1285.0,1220.0,1131.0,1092.0,1097.0,1122.0,1320.0,1420.0,1596.0,1838.0,1448.0,
    6.3.-Otros contra la seguridad colectiva,44.0,58.0,34.0,37.0,46.0,42.0,20.0,39.0,37.0,61.0,42.0,30.0,
    7. FALSEDADES,610.0,457.0,447.0,452.0,376.0,368.0,337.0,338.0,329.0,366.0,414.0,262.0,
    8. ADMÓN. PÚBLICA,7.0,2.0,17.0,9.0,17.0,9.0,22.0,16.0,6.0,10.0,5.0,8.0,
    9. ADMÓN. JUSTICIA,648.0,617.0,685.0,623.0,625.0,617.0,699.0,682.0,670.0,728.0,665.0,683.0,
    10. ORDEN PÚBLICO,526.0,529.0,360.0,385.0,368.0,320.0,357.0,474.0,482.0,534.0,590.0,604.0,
    11. LEGISLACIÓN ESPECIAL,6.0,4.0,8.0,0.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,
    12. OTRAS INFRACCIONES PENALES,241.0,211.0,214.0,185.0,206.0,145.0,124.0,84.0,81.0,126.0,103.0,96.0,
    TOTAL INFRACCIONES PENALES,31712.0,28840.0,33347.0,33709.0,33866.0,32311.0,32173.0,34098.0,36662.0,39276.0,41135.0,42652.0,
Guadalajara,
    1. CONTRA LAS PERSONAS,1003.0,891.0,1074.0,957.0,896.0,785.0,1085.0,1294.0,1281.0,1340.0,1507.0,1517.0,
    1.1.-Homicidios dolosos/asesinatos,8.0,4.0,1.0,2.0,3.0,9.0,5.0,6.0,3.0,4.0,2.0,6.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,1.0,
    1.2.-Lesiones,537.0,410.0,609.0,501.0,496.0,448.0,466.0,449.0,453.0,514.0,583.0,524.0,
